A_TH_DUBAO_SP	J_TH_DUBAO	J_SANPHAM	SOLUONG	DONGIA	DONGIA1	DONGIA2	DONGIA3	THUEVAT	CHIETKHAU	THANHTIEN	THANHTIEN1	THANHTIEN2	THANHTIEN3	NOTE1	NOTE2	NOTE3	DATENOTE	SOLUONGTON	NGAYDUPHONG1	NGAYDUPHONG2	NGAYDUPHONG3	IMG	FILENAME	J_SANPHAM_DTCPSX	J_SANPHAM_KMP	J_SANPHAM_DTTHCP	NGUYENTE	TTBANTE	TTCHIETKHAU	PTTHUEDB	THUEDB	PTTHUENK	THUENK	NUMBERA	NUMBERB	NUMBERC	NUMBERD	NUMBERE	NUMBERF	NUMBERG	NUMBERH	NOTE4	NOTE5	NOTE6	NOTE7	NOTE8	SOLUONG01	SOLUONG02	ID_DONVITINH02	SOLUONGDU	SOLUONGQD	ID_DONVITINH	NOTE9	NOTE10
966	1014	1	1.000	3000000.000	42.250	-3.750	11.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-16 14:38:05.750	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
967	1015	1	1.000	3000000.000	42.250	-3.750	11.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-16 14:38:05.750	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
968	1016	1	1.000	NULL	43.000	-3.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-3.25	-0.50	97	2018-03-16 14:41:38.430	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	0.00	180.00	43.00	43.00	43.00	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
969	1017	2	1.000	NULL	43.000	-4.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-4.25	-0.25	119	2018-03-16 14:41:38.433	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.25	0.00	180.00	43.00	43.00	43.00	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
970	1018	1	1.000	NULL	43.000	-3.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-1.00	-0.25	80	2018-03-16 14:49:52.590	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.75	0.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	20/25	KHÔNG RÕ|KÍNH ĐỌNG THUỐC|HƠI TO|KÍNH TRỄ XUỐNG|GIẢM K CODE	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4261_2018_03_16__14_48_20.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4261_2018_03_16__14_48_20.jpg
971	1019	1	1.000	NULL	43.250	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-2.25	-0.25	115	2018-03-16 14:49:52.593	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	0.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	20/25	KHÔNG RÕ|KÍNH ĐỌNG THUỐC|OK|KÍNH KHÔNG ĐỊNH TÂM|GIẢM K CODE	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4260_2018_03_16__14_48_17.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4260_2018_03_16__14_48_17.MOV
972	1020	1	1.000	3000000.000	42.500	-3.500	11.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-16 14:50:55.090	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
973	1021	1	1.000	3000000.000	42.750	-4.250	11.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-16 14:50:55.090	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
984	1032	1	1.000	NULL	42.750	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	1.75	-0.75	165	2018-03-16 15:30:30.610	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1.75	-0.50	165.00	NULL	NULL	NULL	NULL	NULL	NULL	20/20	MỜ|MỜ|TO|KÍNH CHỜM|SIZE NHỎ	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4261_2018_03_16__15_29_26.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4261_2018_03_16__15_29_26.jpg
985	1033	1	1.000	NULL	42.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	1.50	-1.00	108	2018-03-16 15:30:30.613	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1.50	-1.00	108.00	NULL	NULL	NULL	NULL	NULL	NULL	20/20	RÕ|RÕ NÉT|OK|KÍNH ĐỊNH TÂM|OK	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4260_2018_03_16__15_29_23.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4260_2018_03_16__15_29_23.MOV
986	1034	1	1.000	3000000.000	43.000	-0.750	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-16 15:31:12.600	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
987	1035	1	1.000	3000000.000	43.000	-0.750	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-16 15:31:12.600	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
988	1036	2	1.000	NULL	45.250	-9.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-10.25	-4.00	0	2018-03-16 15:36:19.973	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.50	-2.25	129.00	44.00	46.25	45.13	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1022	1070	2	1.000	6000000.000	45.500	-9.750	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-21 14:34:57.563	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
989	1037	2	1.000	NULL	44.500	-9.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-11.50	-3.25	180	2018-03-16 15:36:19.980	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-9.25	-2.25	180.00	45.13	44.00	44.56	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1020	1068	1	1.000	NULL	45.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-4.50	-1.25	NULL	2018-03-21 14:33:46.910	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/25	Rõ|Rõ nét|ok|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4261_2018_03_21__14_32_17.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4261_2018_03_21__14_32_17.jpg
1021	1069	1	1.000	NULL	45.750	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-5.00	-1.25	NULL	2018-03-21 14:33:46.913	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/25	Rõ nét|Rõ nét|Bé|kính di chuyển|Size kính bé. 	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4260_2018_03_21__14_32_23.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4260_2018_03_21__14_32_23.MOV
1023	1071	2	1.000	6000000.000	45.500	-9.500	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-03-21 14:34:57.567	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1026	1074	2	1.000	NULL	45.250	-7.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-06-04 11:09:43.620	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	-1.75	180.00	44.25	46.25	45.25	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1027	1075	2	1.000	NULL	45.250	-7.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-06-04 11:09:43.620	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.75	-2.00	1.00	44.00	46.50	45.25	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1054	1102	1	1.000	NULL	42.250	-3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-2.25	-0.75	28	2018-06-04 16:13:04.593	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-0.75	28.00	NULL	NULL	NULL	NULL	NULL	NULL	20/25	Rõ|Rõ nét|To|Kính di chuyển nhiều|giảm size	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4256_2018_06_04__16_09_55.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4256_2018_06_04__16_09_55.jpg
1055	1103	1	1.000	NULL	42.500	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-2.25	-1.00	180	2018-06-04 16:13:04.597	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/25	rõ nét|rõ nét|size to|kính di động nhiều|Giảm size	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4257_2018_06_04__16_10_48.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4257_2018_06_04__16_10_48.MOV
1060	1108	1	1.000	NULL	44.000	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-3.50	-0.25	100	2018-06-10 12:12:56.123	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/20	Rõ nét|Rõ nét|Tốt|định tậm|Fitting tốt	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4534_2018_06_10__12_09_33.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4534_2018_06_10__12_09_33.jpg
1061	1109	1	1.000	NULL	44.000	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-3.75	NULL	NULL	2018-06-10 12:12:56.123	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20.20	rõ nét|Rõ nét|bé|kính di chuyển nhiều|Điều chỉnh size 10.8	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4535_2018_06_10__12_11_01.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4535_2018_06_10__12_11_01.MOV
1066	1114	1	1.000	NULL	45.000	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-5.50	NULL	NULL	2018-06-10 12:34:13.883	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/30	Rõ|Rõ nét|To|kính di chuyển nhiều|Giảm size	https://starvision.s3-ap-southeast-1.amazonaws.com/KDDH7497_2018_06_10__12_30_37.MP4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/KDDH7497_2018_06_10__12_30_37.jpg
1067	1115	1	1.000	NULL	44.750	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-6.00	NULL	NULL	2018-06-10 12:34:13.883	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/30	Rõ nét|Rõ Nét|To|Kính Lỏng|Giảm Size	https://starvision.s3-ap-southeast-1.amazonaws.com/VSEG7556_2018_06_10__12_31_28.MP4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/VSEG7556_2018_06_10__12_31_28.MP4
1070	1118	2	1.000	NULL	43.000	-10.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-06-13 19:05:49.140	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.50	-4.50	5.00	41.30	44.90	43.10	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1071	1119	2	1.000	NULL	42.750	-11.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-06-13 19:05:49.140	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-9.75	-3.50	170.00	41.00	44.40	42.70	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1018	1066	2	1.000	NULL	45.750	-9.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-03-21 14:28:41.307	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.00	-2.50	170.00	43.50	47.80	45.65	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1019	1067	2	1.000	NULL	45.750	-8.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-03-21 14:28:41.310	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.00	-2.50	180.00	44.50	47.00	45.75	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1028	1076	1	1.000	NULL	45.250	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-4.24	NULL	NULL	2018-06-04 11:17:38.880	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Kính đè dẹt tốt|Rõ nét|Hơi to, Cần giảm size|Kính định tâm tốt|giảm size	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4530_2018_06_04__11_16_04.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4530_2018_06_04__11_16_04.jpg
1029	1077	1	1.000	NULL	45.250	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-4.50	NULL	NULL	2018-06-04 11:17:38.880	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Kính đè dẹt tốt|Rõ nét|Bé|Kính di chuyển nhiều khi chớp mắt|cần tăng size	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4531_2018_06_04__11_17_18.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4531_2018_06_04__11_17_18.MOV
